divisi,blok,blok_b,t_tanam,n_baris,n_pokok,objectid,ndre125,klassndre12025,ket
AME II,E11,E011A,2009,116,14,116551,0.50036297,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,116,15,116553,0.458723142,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,116,16,116557,0.390783015,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,116,17,116499,0.421660746,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,116,18,116471,0.480775515,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,116,19,116479,0.458258555,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,116,20,116455,0.422029977,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,116,21,116452,0.432707053,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,1,118708,0.383991529,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,117,2,118724,0.450732744,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,3,118729,0.46263907,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,4,118732,0.473390674,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,5,118749,0.409978986,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,6,118751,0.449151897,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,7,118752,0.39901384,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,117,8,118700,0.384055331,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,117,9,118701,0.411040562,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,10,118703,0.437378092,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,11,116562,0.435082758,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,12,116561,0.405845039,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,13,116558,0.448694425,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,14,116554,0.507790228,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,117,15,116500,0.435013391,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,16,116496,0.449666563,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,17,116494,0.489732934,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,18,116463,0.511684583,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,117,19,116480,0.463551578,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,20,116469,0.388662835,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,117,21,116427,0.423310371,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,117,22,116453,0.439263723,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,1,118709,0.413550558,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,2,118717,0.453629558,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,3,118772,0.46263907,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,4,118733,0.504056686,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,118,5,118740,0.434002433,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,6,118750,0.484564597,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,7,118753,0.460981063,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,8,118754,0.471001653,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,9,118755,0.411050002,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,10,118702,0.399102711,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,118,11,118704,0.455515404,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,12,116559,0.450319408,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,13,116560,0.460019161,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,14,116555,0.40815071,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,15,116556,0.434402258,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,16,116504,0.441665347,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,17,116502,0.448746065,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,18,116507,0.458914174,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,19,116495,0.46035453,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,20,116476,0.465332117,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,21,116484,0.455841178,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,22,116428,0.463135375,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,118,23,116454,0.37808209,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,119,1,118710,0.428530589,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,119,2,118726,0.443135847,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,119,3,118741,0.399800561,Stres Berat,Sisip Okt'23
AME II,E11,E011A,2009,119,4,118757,0.438931102,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,119,5,118756,0.48063641,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,119,6,118760,0.503330473,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,119,7,116564,0.480967505,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,119,8,371209,0.40815071,Stres Sedang,Sisip Okt'23
AME II,E11,E011A,2009,119,9,116505,0.456422768,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,119,10,116503,0.463826959,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,119,11,116508,0.431295912,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,119,12,116464,0.473024654,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,119,13,116488,0.459633634,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,119,14,116487,0.456079462,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,119,15,116481,0.431262608,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,1,118711,0.423007378,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,2,118719,0.474352923,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,3,118727,0.451669513,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,4,118737,0.480922755,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,5,118734,0.506502105,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,120,6,118735,0.527302676,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,120,7,118742,0.513946137,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,120,8,118758,0.469475775,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,9,118764,0.423853512,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,10,118767,0.406053633,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,11,118768,0.441229974,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,12,118771,0.435750209,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,13,118775,0.399540212,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,120,14,118705,0.465190241,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,15,118777,0.507638904,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,120,16,116565,0.465553567,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,17,116570,0.415382233,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,18,116506,0.443478974,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,19,116509,0.402090411,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,20,116512,0.445195639,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,21,116511,0.443916885,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,22,116486,0.436981613,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,120,23,116485,0.44066621,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,1,118712,0.422735146,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,2,118720,0.441548014,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,3,118743,0.502845357,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,121,4,118759,0.487813581,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,5,118762,0.490143416,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,6,118769,0.427765101,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,7,118776,0.483455896,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,8,118778,0.501351531,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,121,9,116566,0.463131952,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,10,116567,0.428365772,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,11,116569,0.44486328,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,12,118695,0.453186694,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,13,116571,0.449503448,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,14,118696,0.416136054,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,15,116510,0.457863734,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,16,118877,0.452642384,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,17,116513,0.461189236,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,18,118876,0.445271646,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,19,118891,0.457942629,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,20,118889,0.401276831,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,21,118885,0.436211388,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,22,118884,0.455501942,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,121,23,116430,0.464345536,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,1,118713,0.4246864,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,2,118721,0.442948118,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,3,118744,0.429253464,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,4,118792,0.498612311,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,5,118793,0.511535338,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,122,6,118766,0.44112832,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,7,118770,0.413513604,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,8,118774,0.451915314,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,9,118773,0.468646963,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,10,118786,0.469905757,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,11,118785,0.452965461,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,12,118779,0.451476205,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,13,118780,0.467813519,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,14,116568,0.462242746,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,15,118841,0.383030955,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,122,16,118694,0.414806092,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,17,118693,0.424979011,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,18,118697,0.445684183,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,19,118868,0.445747495,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,20,118880,0.457831966,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,21,118892,0.409284863,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,22,118890,0.45317872,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,23,118886,0.452781582,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,24,118910,0.416668751,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,122,25,118908,0.433943606,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,1,118747,0.410666053,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,2,118746,0.45347877,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,3,118791,0.462597236,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,4,118817,0.377911464,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,123,5,118787,0.410733969,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,6,118784,0.430198055,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,7,118782,0.467354597,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,8,118842,0.412990255,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,9,118855,0.408174023,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,10,116572,0.459567538,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,11,118878,0.459268802,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,12,118881,0.477838177,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,13,118887,0.435169202,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,14,118909,0.450426556,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,123,15,118911,0.454325082,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,1,118801,0.363119302,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,124,2,118800,0.436834676,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,3,118794,0.376842595,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,124,4,118804,0.48297069,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,5,118790,0.491519971,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,6,118789,0.463441992,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,7,118788,0.430041677,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,8,118824,0.454980612,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,9,118825,0.451700944,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,10,118783,0.453022262,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,11,118844,0.432886451,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,12,118781,0.463872979,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,13,118843,0.434385474,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,14,118852,0.416949025,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,15,118856,0.430275858,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,16,118862,0.4630945,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,17,118863,0.437996618,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,18,118870,0.446191221,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,19,118869,0.42615637,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,20,118879,0.462431663,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,21,118882,0.497311587,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,22,118893,0.448387683,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,23,116426,0.461198263,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,24,118888,0.446852172,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,25,118906,0.448593041,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,26,118905,0.438009365,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,27,118916,0.482828405,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,124,28,118912,0.411551584,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,1,118802,0.420873605,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,2,118795,0.443630041,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,3,118807,0.469564897,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,4,118805,0.453467258,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,5,382128,0.413927374,Stres Sedang,Sisip Okt'23
AME II,E11,E011A,2009,125,6,118820,0.428957473,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,7,382129,0.413927374,Stres Sedang,Sisip Okt'23
AME II,E11,E011A,2009,125,8,118826,0.434515944,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,9,118833,0.443833943,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,10,118832,0.430886254,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,11,118847,0.469794551,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,12,118853,0.464311693,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,13,118857,0.397634869,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,125,14,118864,0.439529599,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,15,118871,0.483692522,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,16,118900,0.446258788,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,17,118883,0.450227755,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,18,118931,0.444271342,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,19,116483,0.383576552,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,125,20,118907,0.428688404,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,21,118917,0.392581464,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,125,22,118918,0.443308278,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,125,23,118913,0.432544329,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,1,118803,0.402187078,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,2,118798,0.472370443,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,3,118796,0.430857546,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,4,118808,0.400107359,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,5,118806,0.45891335,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,6,382127,0.413927374,Stres Sedang,Sisip Okt'23
AME II,E11,E011A,2009,126,7,118818,0.413927374,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,8,118837,0.434523639,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,9,118846,0.362976824,Stres Berat,Sisip Okt'23
AME II,E11,E011A,2009,126,10,118848,0.412734137,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,11,118854,0.517017062,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,126,12,118858,0.481109796,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,13,118865,0.412525591,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,14,118872,0.446472569,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,15,118901,0.45322582,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,16,118896,0.437677936,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,17,118895,0.506791951,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,126,18,118932,0.479280566,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,19,118935,0.437811687,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,20,118938,0.447051661,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,21,118919,0.419364161,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,126,22,118914,0.409778218,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,1,118799,0.41835857,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,2,119054,0.414058738,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,3,118809,0.422580758,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,4,118813,0.478505431,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,5,118819,0.45211465,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,6,118822,0.446338023,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,7,118828,0.455342873,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,8,118827,0.473324242,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,9,370972,0.368626378,Stres Berat,Sisip Okt'23
AME II,E11,E011A,2009,127,10,370973,0.368626378,Stres Berat,Sisip Okt'23
AME II,E11,E011A,2009,127,11,118850,0.507934655,Stres Ringan,Pokok Utama
AME II,E11,E011A,2009,127,12,118859,0.449738486,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,13,118873,0.385023117,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,127,14,118902,0.453946917,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,15,118939,0.420231459,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,16,118920,0.425055149,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,17,118921,0.448605394,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,127,18,118915,0.457824528,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,1,118812,0.453423267,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,2,118811,0.419144919,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,3,118810,0.372576523,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,128,4,118814,0.442326827,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,5,118815,0.471372547,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,6,118823,0.457266107,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,7,118829,0.485821014,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,8,118831,0.43860966,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,9,119036,0.416016118,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,10,118845,0.402616934,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,11,118839,0.449629348,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,12,118849,0.437987957,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,13,118851,0.460720896,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,14,118860,0.417045658,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,15,118861,0.428286846,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,16,118904,0.435305639,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,17,118903,0.435799678,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,18,118897,0.457323688,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,19,118936,0.472960613,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,20,118948,0.420027236,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,21,118934,0.483769102,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,22,118937,0.429064011,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,23,118940,0.41275945,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,24,118942,0.438214085,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,25,118922,0.416286342,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,128,26,118924,0.451499092,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,1,118993,0.390655991,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,129,2,119074,0.40258937,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,3,119078,0.458711805,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,4,119049,0.440282366,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,5,119057,0.406219533,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,6,118840,0.397080016,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,129,7,119028,0.448417274,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,8,119021,0.466218246,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,9,119011,0.499107088,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,10,119005,0.436133449,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,11,118999,0.407761112,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,12,118899,0.424447021,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,13,119081,0.444602223,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,14,118949,0.408406321,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,15,118955,0.4810062,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,16,118941,0.427279412,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,17,118923,0.432528816,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,129,18,118925,0.476017738,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,1,118994,0.399764425,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,130,2,119073,0.428977139,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,3,119076,0.452690785,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,4,118816,0.419230648,Stres Sedang,Sisip Okt'23
AME II,E11,E011A,2009,130,5,119056,0.455354399,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,6,119044,0.449362975,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,7,119037,0.423126987,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,8,119029,0.378504465,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,130,9,119012,0.464466871,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,10,119017,0.495418485,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,11,118990,0.428537475,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,12,119007,0.453785021,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,13,119000,0.418294651,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,14,118983,0.428763891,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,15,118950,0.454954717,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,16,118956,0.46492229,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,17,118966,0.418579425,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,18,118944,0.427421197,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,19,118929,0.432163232,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,130,20,118926,0.430774922,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,1,118995,0.41394743,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,2,119077,0.419170575,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,3,119064,0.44109088,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,4,119055,0.41395212,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,5,119059,0.433500226,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,6,119045,0.394637338,Stres Berat,Pokok Utama
AME II,E11,E011A,2009,131,7,119038,0.420985589,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,8,119030,0.404304091,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,9,119023,0.475925369,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,10,119027,0.450443435,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,11,119018,0.463349524,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,12,119001,0.455413809,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,13,118984,0.434033067,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,14,118988,0.428118863,Stres Sedang,Pokok Utama
AME II,E11,E011A,2009,131,15,118951,0.489018856,Stres Sedang,Pokok Utama
